CUSTOMER_NAME,CUID,CUSTOMER_REF,ACCOUNT_NO,SERVICE_TYPE,COPF_ID,ORDER_TYPE ,OLD_COPF_ID,OPPORTUNITY_ID,SERVICE_ID,VIZNET_CIRCUIT_ID,COMMISSION_DATE ,TERMINATION_DATE ,CIRCUIT_SPEED,ACTION_TYPE,CURRENT ORDER STATUS,CIRCUIT STATUS,BSO_PROVIDER,BSO_ARRANGED_BY,INTERFACE,UNFR,BILLING_TYPE,SALES_PERSON_NAME,CONTACT PERSON,PHONE NO,EMAIL ID,PINCODE,CUSTOMER_ A_END,CUSTOMER_B_END,A_END_ ADDRESS,B_END_ADDRESS,COPF_VETTING_DATE,OPPORTUNITY_DATE,RFS DATE,CREATED BY,PSR Number,PSR Type,TASK_NUMBER,TASK_STATUS,ITEM_STAGE,ITEM_SUB_STAGE,ITEM_SUB_STAGE_DESCRIPTION,TASK READY DATE,ACTUAL_RELEASE_DATE,TASK READY DATE(New),ACTUAL_COMPLETION_DATE,WORK_QUEUE_ID,GROUP_NAME,PROGRAM MANAGER(M6),PROGRAM_MANAGER(POS),GINVOICE_DATE,ORDER_BOOKING_DATE,ORDER_BOOKING_DATE - OPPORTUNITY_DATE,GINVOICE_DATE-OPPORTUNITY_DATE,INVOICE_NUM,INVOICE_DATE,CURRENCY_CODE,OTC,ARC,MRC,Total _Order_Value,End MUX Node IP,End MUX Node Name,Jeopardy,Note,Task Status Accept,PSR_GENERATION_DATE,Last Mile Provider,B End Bso,Remarks,TAT,OLD_COPF(Latest),Customer Segment,SECS_ID,Tiger ID,International Crammer ID,NNI Identifier,DMS ID,Legal_Entity,Identifier(Partial Component ),LBT Number,TIN Number,IZO Private,Cloud Customer Ref number,Cloud Provider,Cloud Type,Parent Id,Parent Service Name,COPF_ID,Bifurcation Flag
22334,106388,22334_ENT_TFR*001,INT000226,GVPN,430751,E2E,9P060413,924657,S_97132305361,V_97132305361,13-Jul-2013,15-Mar-2016,2 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,Fast Ethernet,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Dubai,Dubai,Dubai Dubai ,ETISALAT POP  ,,16-Mar-2016,15-Mar-2016,SDPUNE,2282308,SERVICE,25710162,Ready,Provisioning,TERMAP,Termination Of Mapping,16-Mar-2016 05:21:07 . PM,16-Mar-2016 08:00:03 . PM,16-Mar-2016 02:29:52 . PM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TFR0316004389,16-Mar-2016,USD,905,70901,5833,70901,,,,,NEW,16-Mar-2016 10:50:51 . PM,,,,1 Day : 0 Hr,9P060413,Enterprise,22334,682757,NOT AVAILABLE,No,4d00272e8009c01d,Tata Communications (France) SAS,NA,,,No,,,,,,430751,Non-Portal Order
22459,107256,22459_ENT_THK*001,NB042701,GVPN,416301,E2E,15P240813,903714,S_8520000197314954,V_8520000197314954,07-Nov-2013,,,HOT UPGRADE,Under Provisioning,Active(Change-Order),,,1000-Base-LX,,Non-Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Hong Kong,Hong Kong,Hong Kong Hong Kong ,MegaiAdvantage 32/F 399 Chai Wan Road,,26-Dec-2015,23-Mar-2016,SDPUNE,2185850,SERVICE,24213012,Ready,Provisioning,DOWNTIME,DOWNTIME,26-Dec-2015 02:57:20 . PM,07-Mar-2016 11:57:14 . AM,07-Mar-2016 05:26:50 . AM,,AUTOTEST,AUTO_USER,Maulik Vyas,Maulik Vyas,,,,,,,INR,0,0,0,0,,,,,NEW,07-Mar-2016 05:26:20 . PM,,,,2 Day : 0 Hr,15P240813,Enterprise,22459,809960,Not Applicale,Yes,4d00272e8009878e,Tata Communications (Hong Kong) Limited,NA,,,No,,,,,,416301,Non-Portal Order
23108,000000,23108_SP_TFR*001,INT005045,GVPN,431213,E2E,66P190412,925266,S_8632284379,V_8632284379,13-Aug-2012,08-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,G.703,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Tianjin,TIANJIN,North to Qianjin Road - Wuaing District Qianjin Road No.G049  ,MacGREGOR Plimsoll (Tianjin) Co.  Ltd  No.8 Xinye Street One  TEDA West  Tianjin China. 300462  ,,18-Mar-2016,08-Apr-2016,SDPUNE,2285527,SERVICE,25768019,Ready,Provisioning,TERMAP,Termination Of Mapping,18-Mar-2016 05:17:29 . PM,18-Mar-2016 05:37:11 . PM,18-Mar-2016 12:07:08 . PM,,AUTOTEST,AUTO_USER,Tina Chaterjee,Tina Chaterjee,,,,,TFR0316004265,02-Mar-2016,EUR,0,4620,385,4620,,,,,NEW,18-Mar-2016 10:47:28 . PM,,,,15 Day : 0 Hr,66P190412,Wholesale,23108,Not Avail,Not Available,Not Avail,4d00272e8009c052 ,Tata Communications (France) SAS,NA,,,,,,,,,431213,Non-Portal Order
23108,000000,23108_SP_TFR*001,INT005045,GVPN,431205,E2E,59P280312,925258,S_132281618,V_132281618,10-Oct-2012,08-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,G.703,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Boston,Boston,"The Heritage on the garden - 310 Boylston Street, MA ",Markley Group Colo One Summer Street,,18-Mar-2016,08-Apr-2016,SDPUNE,2285318,SERVICE,25763019,Ready,Provisioning,TERMAP,Termination Of Mapping,18-Mar-2016 04:42:07 . PM,18-Mar-2016 04:57:07 . PM,18-Mar-2016 11:27:06 . AM,,SDNOC,VSD TEAM,Tina Chaterjee,Tina Chaterjee,,,,,TFR0316004265,02-Mar-2016,EUR,0,1536,128,1536,,,,,NEW,18-Mar-2016 10:12:07 . PM,,,,15 Day : 0 Hr,59P280312,Wholesale,23108,Not Avail,Not Available,Not Avail,4d00272e8009c052,Tata Communications (France) SAS,NA,,,,,,,,,431205,Non-Portal Order
23108,000000,23108_SP_TFR*001,INT005045,GVPN,431231,E2E,659P270312,925291,S_852000032281553,V_852000032281553,16-Oct-2012,08-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,G.703,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Chaoyang,Chaoyang,"N135-137 Basement 1,China World Trade Center No.1 Jianguomenwai Street,Chaoyang District, PEKIN GUOMAO-100004 ","Room 1115, 11F, KunTai International Mansion Building 1, Yi No.12, Chao Yang Men Wai Street, Chao Yang District, Beijing 100020,China, Other, China ",,18-Mar-2016,08-Apr-2016,SDPUNE,2285891,SERVICE,25775210,Ready,Provisioning,TERMAP,Termination Of Mapping,18-Mar-2016 06:09:44 . PM,18-Mar-2016 06:37:17 . PM,18-Mar-2016 01:07:11 . PM,,SDNOC,VSD TEAM,Tina Chaterjee,Tina Chaterjee,,,,,TFR0316004265,02-Mar-2016,EUR,0,4620,385,4620,,,,,NEW,18-Mar-2016 11:39:43 . PM,,,,15 Day : 0 Hr,659P270312,Wholesale,23108,Not Avail,Not Available,Not Avail,4d00272e8009c052 ,Tata Communications (France) SAS,NA,,,,,,,,,431231,Non-Portal Order
23108,000000,23108_SP_TFR*001,INT005045,GVPN,431238,E2E,86P280312,925301,S_6100232281645,V_6100232281645,10-Jan-2013,08-Apr-2016,1.5 Mbps,TERMINATE,Termination In Progress,Termination In Progress,,VSNL,G.703,No,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Linz,SALZBURG,"Bischofstrasse 3 4020, LINZ ",3rd floor   New server room being built JLR Austria (Salzburg)  ,,18-Mar-2016,08-Apr-2016,SDPUNE,2285903,SERVICE,25775465,Ready,Provisioning,TERMAP,Termination Of Mapping,18-Mar-2016 06:10:47 . PM,18-Mar-2016 06:37:18 . PM,18-Mar-2016 01:07:11 . PM,,SDNOC,VSD TEAM,Tina Chaterjee,Tina Chaterjee,,,,,TFR0316004265,02-Mar-2016,EUR,0,1092,91,1092,,,,,NEW,18-Mar-2016 11:40:46 . PM,,,,15 Day : 0 Hr,86P280312,Wholesale,23108,Not Avail,Not Available,Not Avail,4d00272e8009c052 ,Tata Communications (France) SAS,NA,,,,,,,,,431238,Non-Portal Order
23108,000000,23108_SP_TFR*001,INT005045,GVPN,431235,E2E,4P160113,925296,S_8632299096,V_8632299096,21-Jan-2013,08-Apr-2016,,TERMINATE,Termination In Progress,Termination In Progress,,,Others,,Billable,,International Contact,9999999999/9999999999,a@a.com,999999,Shanghai,Shanghai,"Floor 4, Reel Department Store, No.1601 West Nanjing Road, Jing An  Shanghai  - 110000 ",20 F Yongda International Tower 2277 Longyang Road Pudong New Area Shanghai 201204 China  PRC  ,,18-Mar-2016,08-Apr-2016,SDPUNE,2285897,SERVICE,25775345,Ready,Provisioning,TERMAP,Termination Of Mapping,18-Mar-2016 06:10:02 . PM,18-Mar-2016 06:37:18 . PM,18-Mar-2016 01:07:11 . PM,,SDNOC,VSD TEAM,Tina Chaterjee,Tina Chaterjee,,,,,TFR0316004265,02-Mar-2016,EUR,0,4620,385,4620,,,,,NEW,18-Mar-2016 11:40:01 . PM,,,,15 Day : 0 Hr,4P160113,Wholesale,23108,13765,Not Available,Not Avail,4d00272e8009c052 ,Tata Communications (France) SAS,NA,,,,,,,,,431235,Non-Portal Order
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397592,E2E,166P171208;352157,879112,S_10212143162327,V_10212143162327,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067360,SERVICE,22534863,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:09:27 . PM,21-Mar-2016 07:42:09 . PM,21-Mar-2016 02:12:05 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:11:02 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP1,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397592,Non-Portal Order
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397594,E2E,168P171208;352251,879113,S_10212143162329,V_10212143162329,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067342,SERVICE,22534697,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:00:33 . PM,21-Mar-2016 07:46:10 . PM,21-Mar-2016 02:16:06 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:14:47 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP2,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397594,Non-Portal Order
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397596,E2E,170P171208;352274,879116,S_10212143162331,V_10212143162331,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067351,SERVICE,22534775,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:02:54 . PM,21-Mar-2016 07:49:06 . PM,21-Mar-2016 02:19:06 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:17:50 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP4,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397596,Non-Portal Order
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397597,E2E,171P171208;352278,879119,S_10212143162332,V_10212143162332,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067361,SERVICE,22534891,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:09:30 . PM,21-Mar-2016 07:36:12 . PM,21-Mar-2016 02:06:05 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:03:22 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP5,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397597,Non-Portal Order
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397598,E2E,172P171208;352291,879121,S_10212143162333,V_10212143162333,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067366,SERVICE,22534961,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:11:35 . PM,21-Mar-2016 07:37:08 . PM,21-Mar-2016 02:07:05 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:05:30 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP6,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397598,Non-Portal Order
23858,100074,23858_ENT_TJP*001,INT001598,IPL,397601,E2E,173P171208;352294,879123,S_10212143162334,V_10212143162334,16-Jan-2015,,10 Gbps,ALTER SERVICE,Under Provisioning,Active(Change-Order),,,Fast Ethernet,,Billable,,International Contact,9999999999,a@a.com,999999,Portland,Chiba,Portland Portland ,Chiba Chiba ,,16-Sep-2015,16-Oct-2015,SDPUNE,2067371,SERVICE,22535034,Ready,Provisioning,CKTMAP,Circuit Mapping,16-Sep-2015 08:13:08 . PM,21-Mar-2016 07:40:06 . PM,21-Mar-2016 02:10:05 . PM,,AUTOTEST,AUTO_USER,Deepak Bhatt,Deepak Bhatt,,,,,TJP0715001558,02-Jul-2015,USD,0,79999.92,6666.66,79999.92,,,,,NEW,22-Mar-2016 01:06:34 . AM,,,,1 Day : 0 Hr,,Enterprise,23858,797954,8GU-9GE-NP7,,4d00272e80094d29 ,Tata Communications (Japan) K.K.,NA,,,,,,,,,397601,Non-Portal Order
